Code;Popularity;NameRu;NameEn;NameUa;CountryCode;Latitude;Longitude;GMT
STS;0;Санта-Роза;Santa Rosa;Санта-Роза;US;38.5089;-122.812;-8:00
STT;0;Сент Томас;St Thomas;Сент Томас;US;18.3375;-64.9694;-4:00
STV;0;Сурат;Surat;Сурат;IN;21.1667;72.8333;
STW;0;Ставрополь;Stavropol;Ставропіль;RU;45.0428;41.9733;+4:00
STX;0;Сент Кроикс;St Croix;Сент Кроікс;US;17.7019;-64.7986;-4:00
STY;0;Сальто;Salto;Сальто;UY;-31.3833;-57.9667;-2:00
STZ;0;Santa Terezinha;Santa Terezinha;Santa Terezinha;BR;-5.35;-36.3633;
SUA;0;Стюарт;Stuart;Стюарт;US;27.2;-80.25;-5:00
SUB;0;Сурабая;Surabaya;Сурабая;ID;-7.24917;112.751;+7:00
SUE;0;Стуржен Бэй;Sturgeon Bay;Стуржен Бей;US;44.8342;-87.377;-6:00
SUF;0;Ламезия Терме;Lamezia Terme;Ламезія Терме;IT;38.9659;16.3092;+1:00
SUG;0;Суригао;Surigao;Сурігао;PH;9.78389;125.489;
SUH;0;Сур;Sur Om;Сур;OM;22.5333;59.4833;+4:00
SUI;0;Сухуми;Sukhumi;Сухумі;GE;43.0033;41.0153;
SUJ;0;Сату-Маре;Satu Mare;Сату-Маре;RO;47.8;22.8833;
SUL;0;Sui PK;Sui PK;Sui PK;PK;28.6489;69.1725;
SUM;0;Самтер;Sumter;Самтер;US;33.9204;-80.3415;-5:00
SUN;0;Сан-Вэлли;Sun Valley;Сан-Веллі;US;39.5963;-119.776;-7:00
SUR;0;Summer Beaver;Summer Beaver;Summer Beaver;CA;52.7153;-88.5475;
SUU;0;Ферфилд;Fairfield;Ферфілд;US;38.2494;-122.04;-8:00
SUV;2;Сува;Suva;Сува;FJ;-18.1333;178.417;+12:00
SUW;0;Сьюпириор;Superior;Сьюпіріор;US;46.7208;-92.1041;-6:00
SUX;0;Сиокс Сити;Sioux City;Сіокс Сіті;US;42.5;-96.4003;-6:00
SUZ;0;Suria;Suria;Suria;PG;-9.13333;147.6;
SVA;0;Савунга;Savoonga;Савунга;US;63.6942;-170.479;
SVB;0;Самбава;Sambava;Самбава;MG;-14.2667;50.1667;+3:00
SVC;0;Силвер Сити;Silver City;Сілвер Сіті;US;32.7701;-108.28;-7:00
SVD;0;Сент-Винсент;St Vincent;Сент-Вінсент;VC;13.25;-61.2;-4:00
SVE;0;Susanville;Susanville;Susanville;US;40.4163;-120.653;
SVG;0;Ставангер;Stavanger;Ставангер;NO;58.9667;5.75;+1:00
SVH;0;Стейтсвилль;Statesville;Стейтсвілль;US;35.7826;-80.8873;-5:00
SVJ;0;Сволваер;Svolvaer;Сволваер;NO;68.2333;14.5667;+1:00
SVL;0;Савонлинна;Savonlinna;Савонлінна;FI;61.8667;28.8833;+2:00
SVQ;8;Севилья;Sevilla;Севілья;ES;37.3772;-5.98694;+1:00
SVS;0;Stevens Village;Stevens Village;Stevens Village;US;66.0064;-149.091;
SVU;0;Савусаву;Savusavu;Савусаву;FJ;-16.7833;179.333;+12:00
SVX;136;Екатеринбург;Ekaterinburg;Єкатерінбург;RU;56.8575;60.6125;+6:00
SVZ;0;Сан-Антонио;San Antonio;Сан-Антоніо;VE;7.84306;-72.4381;-4:30
SWA;0;Шанту;Shantou;Шанту;CN;23.36;116.678;+8:00
SWC;0;Ставелл;Stawell;Ставелл;AU;-37.05;142.767;
SWD;0;Севард;Seward;Сєвард;US;40.907;-97.0989;-9:00
SWF;0;Ньюбург;Newburgh;Ньюбург;US;41.5034;-74.0104;-5:00
SWG;0;Satwag;Satwag;Satwag;PG;-6.15;147.283;
SWH;0;Суон Хилл;Swan Hill;Суон Хілл;AU;-35.3378;143.554;+11:00
SWI;0;Суиндон;Swindon;Суіндон;GB;51.5167;-1.78333;+0:00
SWO;0;Стиллуотер;Stillwater;Стіллуотер;US;36.1156;-97.0584;-6:00
SWP;0;Свакопмунд;Swakopmund;Свакопмунд;NA;-22.6833;14.5333;
SWQ;0;Сумбава;Sumbawa;Сумбава;ID;-8.5;117.433;
SWS;0;Суони;Swansea;Суоні;GB;51.6208;-3.94323;+0:00
SWT;0;Стрежевой;Strezhevoy;;RU;60.5;77;+7:00
SXB;0;Страсбург;Strasbourg;Страсбург;FR;48.5833;7.75;+1:00
SXD;0;София Антиполис;Sophia Antipolis;Софія Антіполіс;FR;43.624;7.04189;
SXE;0;Сейл;Sale;Сейл;AU;-38.1;147.067;+11:00
SXL;0;Слайго;Sligo;Слайго;IE;54.2667;-8.48333;+0:00
SXM;0;Сент-Маартен;St Maarten;Сент-Маартен;AN;18.0436;-63.1119;-4:00
SXP;0;Sheldon Point;Sheldon Point;Sheldon Point;US;62.5333;-164.833;
SXQ;0;Солдотна;Soldotna;Солдотна;US;60.4878;-151.058;
SXR;0;Шринагар;Srinagar;Шрінагар;IN;34.0833;74.8167;+5:30
SYA;0;Shemya Island;Shemya Island;Shemya Island;US;52.7242;174.119;
SYB;0;Seal Bay;Seal Bay;Seal Bay;US;58.1667;-152.5;
SYD;124;Сидней;Sydney;Сідней;AU;-33.8678;151.207;+11:00
SYK;0;Stykkisholmur;Stykkisholmur;Stykkisholmur;IS;65.0667;-22.7333;
SYM;0;Симао;Simao;Сімао;CN;22.8333;101;
SYO;0;Сонаи;Shonai;Сонаі;JP;38.8094;139.791;+9:00
SYP;0;Сантьяго;Santiago;Сантьяго;PA;8.1;-80.9833;
SYR;0;Сиракузы;Syracuse;Сіракузи;US;43.0481;-76.1474;-5:00
SYX;0;Санья;Sanya;Санья;CN;18.2431;109.505;+8:00
SYY;0;Сторновей;Stornoway;Сторновей;GB;58.2167;-6.36667;+0:00
SYZ;0;Шираз;Shiraz;Шіраз;IR;29.615;52.5383;+3:30
SZC;0;Санта-Крус;Santa Cruz;Санта-Крус;CR;10.2547;-85.5842;-6:00
SZD;0;Шеффилд;Sheffield;Шеффілд;GB;53.383;-1.4659;+0:00
SZG;8;Зальцбург;Salzburg;Зальцбург;AT;47.8;13.0333;+1:00
SZJ;0;Сигуанеа;Siguanea;Сігуанеа;CU;21.6314;-82.9597;-5:00
SZK;0;Скукуза;Skukuza;Скукуза;ZA;-24.9833;31.6;+2:00
SZO;0;Шаньчжоу;Shanzhou;Шаньчжоу;CN;25.6722;119.819;+8:00
SZP;0;Санта-Паула;Santa Paula;Санта-Паула;US;34.3542;-119.059;-8:00
SZS;0;Stewart Island;Stewart Island;Stewart Island;NZ;-47;167.833;
SZT;0;Сан-Кристобаль-де-лас-Касас;San Cristobal De Las Casas;Сан-Крістобаль-де-лас-Касас;MX;16.75;-92.6333;-6:00
SZV;0;Сучжоу;Suzhou;Сучжоу;CN;31.3114;120.618;+8:00
SZX;0;Шэньчжэнь;Shenzhen;Шеньчжень;CN;22.5455;114.068;+8:00
SZY;0;Шимани;Szymany;Шімані;PL;53.45;22.2833;+1:00
SZZ;0;Щецин;Szczecin;Щецін;PL;53.4294;14.5529;+1:00
TAB;0;Тобаго;Tobago;Тобаго;TT;11.25;-60.6667;-4:00
TAC;0;Таклобан;Tacloban;Таклобан;PH;9.21861;123.552;+8:00
TAD;0;Тринидад;Trinidad;Трінідад;US;37.3056;-104.325;
TAE;0;Даегу;Daegu;Даєгу;KR;35.8703;128.591;+9:00
TAG;0;Tagbilaran;Tagbilaran;Tagbilaran;PH;9.6475;123.856;
TAH;0;Танна;Tanna;Танна;VU;-19.3333;169.25;+11:00
TAI;0;Таис;Taiz;Таїс;YE;13.5667;44.0333;
TAK;0;Такамацу;Takamatsu;Такамацу;JP;34.3333;134.05;+9:00
TAL;2;Танана;Tanana;Танана;US;65.1719;-152.079;-9:00
TAM;0;Тампико;Tampico;Тампіко;MX;22.2167;-97.85;-6:00
TAN;0;Тангалума;Tangalooma;Тангалума;AU;-27.1794;153.374;
TAO;0;Циндао;Qingdao;Ціндао;CN;36.0986;120.372;+8:00
TAP;0;Тапачула;Tapachula;Тапачула;MX;14.9;-92.2833;-6:00
TAR;0;Таранто;Taranto;Таранто;IT;40.4761;17.2297;+1:00
TAS;30;Ташкент;Tashkent;Ташкент;UZ;41.3167;69.25;+5:00
TAT;0;Татры Попрад;Poprad Tatry;Татрі Попрад;SK;49.0719;20.2403;+1:00
TAY;0;Тарту;Tartu;Тарту;EE;58.3661;26.7361;+2:00
TAZ;0;Дашогуз;Dashoguz;Дашогуз;TM;41.8333;59.9667;+5:00
TBB;0;Туй-Хоа;Tuy Hoa;Туй-Хоа;VN;13.0833;109.3;+7:00
TBG;0;Табубил;Tububil;Табубіл;PG;-5.38333;141.317;+10:00
TBJ;0;Табарка;Tabarka;Табарка;TN;36.9544;8.75806;+1:00
TBN;0;Форт Леонард Вуд;Ft Leonard Wood;Форт Леонард Вуд;US;37.7414;-92.1406;-6:00
TBP;0;Тумбес;Tumbes;Тумбес;PE;-3.56667;-80.4414;-5:00
TBS;14;Тбилиси;Tbilisi;Тбілісі;GE;41.725;44.7908;+4:00
TBT;0;Табатинга;Tabatinga;Табатінга;BR;-4.2525;-69.9381;-5:00
TBU;0;Нукуалофа;Nuku Alofa;Нукуалофа;TO;-21.1333;-175.2;+13:00
TBW;0;Тамбов;Tambov;;RU;52.7167;41.4333;+4:00
TBZ;0;Тебриз;Tabriz;Тебріз;IR;38.08;46.2919;
TCA;0;Теннант Крик;Tennant Creek;Теннант Крік;AU;-19.65;134.2;+9:30
TCB;0;Трежер-Кей;Treasure Cay;Трежер-Кей;BS;26.735;-77.3722;-5:00
TCE;0;Tulcea;Tulcea;Tulcea;RO;45.1667;28.8;
TCI;12;Тенерифе;Tenerife;Тенеріфе;ES;28.4682;-16.2546;+0:00
TCL;0;Тускалуза;Tuscaloosa;Тускалуза;US;33.2098;-87.5692;-6:00
TCN;0;Теуакан;Tehuacan;Теуакан;MX;18.45;-97.3833;-6:00
TCP;0;Таба;Taba;Таба;EG;29.4919;34.8914;+2:00
TCQ;0;Такна;Tacna;Такна;PE;-18.0056;-70.2483;
TCT;0;Такотна;Takotna;Такотна;US;62.9886;-156.064;
TCU;0;Таба Нчу;Thaba Nchu;Таба Нчу;ZA;-29.2167;26.8333;+2:00
TCW;0;Токумвал;Tocumwal;Токумвал;AU;-35.8167;145.567;+11:00
TDB;0;Tetebedi;Tetebedi;Tetebedi;PG;-9.16667;148.067;
TDD;0;Тринидад;Trinidad;Трінідад;BO;-14.8333;-64.9;-4:00
TDK;0;Талды-Курган;Taldy Kurgan;Талди-Курган;KZ;45.15;78.4333;+6:00
TDL;0;Тандиль;Tandil;Танділь;AR;-37.3167;-59.15;-2:00
TDX;0;Трат;Trat;Трат;TH;12.2436;102.515;+7:00
TEA;0;Тела;Tela;Тела;HN;15.7833;-87.45;-6:00
TEB;0;Тетерборо;Teterboro;Тетерборо;US;40.8598;-74.0593;-5:00
TEC;0;Телемако-Борба;Telemaco Borba;Телемако-Борба;BR;-24.3239;-50.6156;-2:00
TED;0;Тистед;Thisted;Тістед;DK;56.9552;8.69491;+1:00
TEE;0;Тбесса;Tbessa;Тбесса;DZ;35.4667;8.15;
TEF;0;Телфер;Telfer;Телфер;AU;-21.7131;122.212;
TEG;0;Tenkodogo;Tenkodogo;Tenkodogo;BF;11.78;-0.369722;
TEM;0;Темора;Temora;Темора;AU;-34.4333;147.533;
TEN;0;Тонгрен;Tongren;Тонгрен;CN;27.7172;109.185;+8:00
TEO;0;Терапо;Terapo;Терапо;PG;-8.08333;146.067;
TEP;0;Тептеп;Teptep;Тептеп;PG;-5.95;146.567;
TEQ;0;Текирдаг;Tekirdag;;TR;40.9667;27.5;
TER;0;Терсейра;Terceira;Терсейра;PT;38.7167;-27.2167;-1:00
TET;0;Тете;Tete;Тете;MZ;-16.1564;33.5867;+2:00
TEU;0;Те Анау;Te Anau;Те Анау;NZ;-45.4167;167.717;+13:00
TEX;0;Теллурайд;Telluride;Теллурайд;US;37.9375;-107.812;-7:00
TEY;0;Thingeyri;Thingeyri;Thingeyri;IS;65.8667;-23.5;
TFC;0;Таормина;Taormina;Таорміна;IT;37.8536;15.2885;
TFF;0;Тефе;Tefe;Тефе;BR;-3.35417;-64.7114;-4:00
TFI;0;Туфи;Tufi;Туфі;PG;-9.08333;149.317;
TFL;0;Teofilo Otoni;Teofilo Otoni;Teofilo Otoni;BR;-17.8575;-41.5053;
TFM;0;Телефомин;Telefomin;Телефомін;PG;-5.13333;141.583;
TGD;64;Подгорица;Podgorica;Подгоріца;ME;42.4411;19.2636;+1:00
TGG;0;Куала-Теренгану;Kuala Terengganu;Куала-Теренгану;MY;5.33333;103.133;+8:00
TGI;0;Тинго-Мария;Tingo Maria;Тінго-Марія;PE;-9.3;-75.9833;
TGK;0;Таганрог;Taganrog;Таганрог;RU;47.23;38.88;+4:00
TGL;0;Тагула;Tagula;Тагула;PG;-11.5;153.5;
TGM;0;Тиргу Мурес;Tirgu Mures;Тіргу Мурес;RO;46.5333;24.5333;+2:00
TGN;0;Траралгон;Traralgon;Траралгон;AU;-38.1833;146.533;+11:00
TGR;0;Туггурт;Touggourt;Туггурт;DZ;33.1;6.06667;
TGT;0;Танга;Tanga;Танга;TZ;-5.06667;39.1;+3:00
TGU;0;Тегусигальпа;Tegucigalpa;Тегусігальпа;HN;14.1;-87.2167;-6:00
TGZ;0;Тухтла-Гутьеррес;Tuxtla Gutierrez;Тухтла-Гутьеррес;MX;16.75;-93.1167;-6:00
THA;0;Таллахома;Tullahoma;Таллахома;US;35.362;-86.2094;-6:00
THE;0;Терезина;Teresina;Терезіна;BR;-5.08917;-42.8019;-3:00
THG;0;Тангул;Thangool;Тангул;AU;-24.4833;150.583;+10:00
THN;0;Тролльхеттан;Trollhattan;Тролльхеттан;SE;58.2667;12.3;+1:00
THO;0;Thorshofn;Thorshofn;Thorshofn;IS;66.2;-15.3333;
THP;0;Термополис;Thermopolis;Термополіс;US;43.6461;-108.212;-7:00
THR;0;Тегеран;Teheran;Тегеран;IR;35.6719;51.4244;+3:30
THS;0;Сухотай;Sukhothai;Сухотай;TH;17.0069;99.7894;+7:00
THV;0;Йорк;York;Йорк;US;39.95;-76.7167;-5:00
TIA;8;Тирана;Tirana;Тірана;AL;41.3275;19.8189;+1:00
TIF;0;Таиф;Taif;Таіф;SA;21.2703;40.4158;+3:00
TIG;0;Тингвон;Tingwon;Тінгвон;PG;-2.61667;149.717;+10:00
TIH;0;Тикехау;Tikehau;Тікехау;PF;-15;-147.75;-10:00
TIJ;0;Тихуана;Tijuana;Тіхуана;MX;32.5333;-117.017;-8:00
TIM;0;Тимика;Timika;Тіміка;ID;-4.78333;136.533;+9:00
TIN;0;Tindouf;Tindouf;Tindouf;DZ;27.6519;-8.21444;
TIP;74;Триполи;Tripoli;Тріполі;LY;32.8925;13.18;+2:00
TIQ;0;Тиниан;Tinian;Тініан;MP;15.0019;145.625;+10:00
TIR;0;Тирупати;Tirupati;Тірупаті;IN;13.65;79.4167;+5:30
TIS;0;Терсдей-Айленд;Thursday Island;Терсдей-Айленд;AU;-10.5811;142.219;+10:00
TIU;0;Тимару;Timaru;Тімару;NZ;-44.4;171.25;+13:00
TIV;66;Тиват;Tivat;Тіват;ME;42.4364;18.6961;+1:00
TIW;0;Такома;Tacoma;Такома;US;47.2529;-122.444;-8:00
TIX;0;Титусвилль;Titusville;Тітусвілль;US;28.6122;-80.8076;-5:00
TIZ;0;Тари;Tari;Тарі;PG;-5.86056;142.941;+10:00
TJA;0;Тариха;Tarija;Таріха;BO;-21.5355;-64.7296;-4:00
TJM;20;Тюмень;Tyumen;Тюмень;RU;57.1522;65.5272;+6:00
TJQ;0;Таньюнг-Пендан;Tanjung Pandan;Таньюнг-Пендан;ID;-2.75;107.65;+7:00
TJU;0;Куляб;Kulob;Куляб;RU;37.9121;69.7809;+5:00
TKE;0;Tenakee;Tenakee;Tenakee;US;57.7833;-135.217;
TKF;0;Траки;Truckee;Тракі;US;39.328;-120.183;-8:00
TKG;0;Бандар-Лампунг;Bandar Lampung;Бандар-Лампунг;ID;-5.45;105.267;+7:00
TKJ;0;Ток;Tok Ak;Ток;US;63.3;-143;-9:00
TKK;0;Трук;Truk;Трук;FM;7.41667;151.783;+10:00
TKM;0;Тикал;Tikal;Тікал;GT;17.225;-89.6133;-6:00
TKN;0;Токаношима;Tokunoshima;Токаношіма;JP;27.8333;128.883;+9:00
TKS;0;Токусима;Tokushima;Токусіма;JP;34.0667;134.567;+9:00
TKT;0;Так Таиланд;Tak TH;Так Таіланд;TH;16.8783;99.1522;
TKU;0;Турку;Turku;Турку;FI;60.45;22.2833;+2:00
TLA;0;Teller;Teller;Teller;US;65.2636;-166.361;
TLC;0;Толука;Toluca;Толука;MX;19.2883;-99.6672;-6:00
TLD;0;Тули-Блок;Tuli Block;Тулі-Блок;BW;-22.1833;29.1167;+2:00
TLE;0;Тулеар;Tulear;Тулеар;MG;-23.35;43.6667;+3:00
TLH;0;Таллахасси;Tallahassee;Таллахассі;US;30.4383;-84.2807;-5:00
TLJ;0;Tatalina;Tatalina;Tatalina;US;62.8853;-155.968;
TLL;10;Таллинн;Tallinn;Таллінн;EE;59.4339;24.7281;+2:00
TLN;12;Тулон;Toulon;Тулон;FR;43.1167;5.93333;+1:00
TLO;0;Tol PG;Tol PG;Tol PG;PG;-4.98333;152.033;
TLR;0;Туларе;Tulare;Туларе;US;36.2077;-119.347;-8:00
TLS;0;Тулуза;Toulouse;Тулуза;FR;43.6043;1.44367;+1:00
TLT;0;Тулуксак;Tuluksak;Тулуксак;US;61.1025;-160.962;
TLV;441;Тель-Авив;Tel Aviv;Тель-Авів;IL;32.0678;34.7647;+2:00
TMA;0;Тифтон;Tifton;Тіфтон;US;31.4505;-83.5085;-5:00
TMG;0;Томангонг;Tomanggong;Томангонг;MY;5.40278;118.658;+8:00
TMJ;0;Термез;TERMEZ;Термез;UZ;37.2686;67.2858;+5:00
TML;0;Tamale;Tamale;Tamale;GH;9.4;-0.833333;
TMM;0;Таматаве;Tamatave;Таматаве;MG;-18.1667;49.3833;+3:00
TMP;0;Тампере;Tampere;Тампере;FI;61.4991;23.7871;+2:00
TMS;0;Sao Tome Is;Sao Tome Is;Sao Tome Is;ST;0.378333;6.725;
TMT;0;Тромбетас;Trombetas;Тромбетас;BR;-7.4;-72.4167;-4:00
TMU;0;Тамбор;Tambor;Тамбор;CR;9.73333;-85.0167;-6:00
TMW;0;Тамворт;Tamworth;Тамворт;AU;-31.1;150.933;+11:00
TMZ;0;Темс;Thames;Темс;NZ;-37.1333;175.533;+13:00
TNA;0;Цзинань;Jinan;Цзінань;CN;36.6683;116.997;+8:00
TNC;0;Tin City;Tin City;Tin City;US;35.5636;-121.078;
TND;0;Тринидад;Trinidad;Трінідад;CU;21.8019;-79.9842;-5:00
TNE;0;Танегасима;Tanega Shima;Танегасіма;JP;30.5411;130.954;+9:00
TNF;0;Тюссо-ле-Нобль;Toussus Le Noble;Тюссо-ле-Нобль;FR;48.7508;2.11306;+1:00
TNG;0;Танжер;Tangier;Танжер;MA;35.78;-5.81;+0:00
TNJ;0;Tanjung Pinang;Tanjung Pinang;Tanjung Pinang;ID;0.919167;104.536;
TNK;0;Тунунак;Tununak;Тунунак;US;60.5856;-165.256;
TNL;0;Тернополь;Ternopol;Тернопіль;UA;49.55;25.5833;
TNN;0;Тайнань;Tainan;Тайнань;TW;22.9519;120.2;+8:00
TNO;0;Тамариндо;Tamarindo;Тамаріндо;CR;10.9167;-85.45;-6:00
TNP;0;Twenty Nine Palms;Twenty Nine Palms;Twenty Nine Palms;US;34.1189;-115.935;
TNR;0;Антананариву;Antananarivo;Тананаріве;MG;-18.9167;47.5167;+3:00
TNU;0;Ньютон;Newton;Ньютон;US;41.7;-93.05;-6:00
TNV;0;Табуаэран;Tabuaeran;Табуаеран;KI;3.83333;-159.35;
TOA;0;Торранс;Torrance;Торранс;US;33.8358;-118.341;
TOB;4;Тобрук;Tobruk;Тобрук;LY;32.0836;23.9764;+2:00
TOC;0;Toccoa;Toccoa;Toccoa;US;34.5773;-83.3324;
TOD;0;Тиоман;Tioman;Тіоман;MY;2.75;104.167;+8:00
TOE;0;Тозер;Tozeur;Тозер;TN;33.9206;8.13333;+1:00
TOF;10;Томск;Tomsk;Томськ;RU;56.5;84.9667;+7:00
TOG;0;Тожиак;Togiak;Тожіак;US;59.0619;-160.376;-9:00
TOK;0;Торокина;Torokina;Торокіна;PG;-6.23333;155.05;
TOL;0;Толедо;Toledo;Толєдо;US;41.6639;-83.5552;-5:00
TOM;0;Тимбукту;Tombouctou;Тімбукту;ML;16.7735;-3.00742;
TON;0;Тону;Tonu;Тону;PG;-6.35;155.592;
TOP;0;Топека;Topeka;Топека;US;39.0483;-95.678;-6:00
TOR;0;Торрингтон;Torrington;Торрінгтон;US;41.8007;-73.1212;-7:00
TOS;0;Тромсе;Tromso;Тромсе;NO;69.6667;18.9667;+1:00
TOV;0;Тортола Вестенд;Tortola Westend;Тортола Вестенд;VG;18.45;-64.5833;-4:00
TOW;0;Толедо;Toledo;Толєдо;BR;-24.6986;-53.6961;-2:00
TOX;0;Тобольск;Tobolsk;Тобольськ;RU;58.2;68.2667;+6:00
TOY;0;Тояма;Toyama;Тояма;JP;36.6833;137.217;+9:00
TPA;0;Тампа;Tampa;Тампа;US;27.9475;-82.4584;-5:00
TPE;2;Тайбэй;Taipei;Тайбей;TW;25.0392;121.525;+8:00
TPH;0;Тонопах;Tonopah;Тонопах;US;38.0672;-117.23;-8:00
TPI;0;Тапини;Tapini;Тапіні;PG;-8.36667;146.983;
TPL;0;Темпль;Temple;Темпль;US;31.0982;-97.3428;-6:00
TPP;0;Тарапото;Tarapoto;Тарапото;PE;-2.18333;-74.1;
TPQ;0;Тепик;Tepic;Тепік;MX;21.5;-104.9;-7:00
TPR;0;Том-Прайс;Tom Price;Том-Прайс;AU;-22.6939;117.793;+9:00
TPS;0;Трапани;Trapani;Трапані;IT;38.0158;12.5108;+1:00
TQR;0;Сан Домино Айленд;San Domino Island;Сан Доміно Айленд;IT;42.1167;15.4833;+1:00
TRA;0;Taramajima;Taramajima;Taramajima;JP;24.65;124.7;
TRC;0;Торреон;Torreon;Торреон;MX;25.55;-103.433;-6:00
TRD;0;Трондхейм;Trondheim;Трондхейм;NO;63.4167;10.4167;+1:00
TRE;0;Тири;Tiree;Тірі;GB;56.5;-6.91667;+0:00
TRG;0;Тауранга;Tauranga;Тауранга;NZ;-37.6861;176.167;+13:00
TRI;0;Бристоль;Bristol;Брістоль;US;36.5521;-82.4742;-5:00
TRK;0;Таракан;Tarakan;Таракан;ID;3.3;117.633;+8:00
TRL;0;Террелл;Terrell;Террелл;US;32.736;-96.2753;-6:00
TRN;16;Турин;Turin;Турін;IT;45.0771;7.67502;+1:00
TRO;0;Тари;Taree;Тарі;AU;-31.9;152.467;+11:00
TRS;0;Триест;Trieste;Трієст;IT;45.6486;13.78;+1:00
TRU;0;Трухильо;Trujillo;Трухільо;PE;-8.11599;-79.03;-5:00
TRV;4;Тируванантапурам;Thiruvananthapuram;Тіруванантапурам;IN;8.48333;76.9167;+5:30
TRW;0;Тарава;Tarawa;Тарава;KI;-0.869217;169.541;+12:00
TRZ;0;Тиручираппали;Tiruchirappali;Тіручіраппалі;IN;10.765;78.7133;+5:30
TSB;0;Цумеб;Tsumeb;Цумеб;NA;-19.2333;17.7167;
TSE;60;Астана;Astana;Астана;KZ;51.1811;71.4278;+6:00
TSF;0;Тревизо;Treviso;Тревізо;IT;45.6667;12.245;+1:00
TSJ;0;Цусима;Tsushima;Цусіма;JP;35.1667;136.717;+9:00
TSM;0;Таос;Taos;Таос;US;36.4072;-105.573;-7:00
TSN;0;Тяньцзинь;Tianjin;Тяньцзінь;CN;39.1422;117.177;+8:00
TSP;0;Техачапи;Tehachapi;Техачапі;US;35.1322;-118.449;
TSQ;0;Торрес;Torres;Торрес;BR;-29.3353;-49.7269;
TSR;0;Тимисоара;Timisoara;Тімісоара;RO;45.7494;21.2272;+2:00
TST;0;Транг;Trang;Транг;TH;7.55633;99.6114;+7:00
TSV;0;Таунсвилль;Townsville;Таунсвілль;AU;-19.25;146.8;+10:00
TTA;0;Тан-Тан;Tan Tan;Тан-Тан;MA;28.45;-11.0833;
TTB;0;Тортоли;Tortoli;Тортолі;IT;39.9256;9.65722;+1:00
TTD;0;Траутдейл;Troutdale;Траутдейл;US;45.5393;-122.387;-8:00
TTE;0;Ternate;Ternate;Ternate;ID;0.8;127.4;
TTJ;0;Тоттори;Tottori;Тотторі;JP;35.5;134.233;+9:00
TTL;0;Turtle Island;Turtle Island;Turtle Island;FJ;-16.8333;179;
TTN;0;Трентон;Trenton;Трентон;US;40.2171;-74.7429;-5:00
TTQ;0;Тортукеро;Tortuquero;Тортукеро;CR;10.5667;-83.5167;-6:00
TTR;0;Тана-Тораджа;Tana Toraja;Тана-Тораджа;ID;-3.41667;119.917;
TTT;0;Тайтунг;Taitung;Тайтунг;TW;22.75;121.1;+8:00
TTU;0;Тетуан;Tetuan;Тетуан;MA;35.57;-5.37;
TUA;0;Тулкан;Tulcan;Тулкан;EC;0.8;-77.7167;
TUC;0;Тукуман;Tucuman;Тукуман;AR;-26.8167;-65.2167;-2:00
TUD;0;Тамбакунда;Tambacounda;Тамбакунда;SN;13.7539;-13.7586;
TUF;0;Тур;Tours;Тур;FR;47.3833;0.683333;+1:00
TUI;0;Тураиф;Turaif;Тураіф;SA;31.6775;38.6531;+3:00
TUK;0;Турбат;Turbat;Турбат;PK;26.0028;63.0506;+5:00
TUL;0;Талса;Tulsa;Талса;US;36.154;-95.9928;-6:00
TUM;0;Тумут;Tumut;Тумут;AU;-35.3;148.217;
TUN;0;Тунис;Tunis;Туніс;TN;36.8028;10.1797;+1:00
TUO;0;Таупо;Taupo;Таупо;NZ;-38.6833;176.083;+13:00
TUP;0;Тупело;Tupelo;Тупело;US;34.2576;-88.7034;-6:00
TUR;0;Тукуруи;Tucurui;Тукуруї;BR;-3.76611;-49.6725;-3:00
TUS;0;Туксон;Tucson;Туксон;US;32.2217;-110.926;-7:00
TUU;0;Табук;Tabuk;Табук;SA;28.3833;36.5833;+3:00
TUV;0;Тукупита;Tucupita;Тукупіта;VE;9.06861;-62.0492;
TUY;0;Тулум;Tulum;Тулум;MX;20.2167;-87.4667;-6:00
TUZ;0;Тукума;Tucuma;Тукума;BR;-0.183333;-50.05;
TVC;0;Траверс-Сити;Traverse City;Траверс-Сіті;US;44.7631;-85.6206;-5:00
TVF;0;Тиф-Ривер-Фолз;Thief River Falls;Тіф-Рівер-Фолз;US;48.1191;-96.1811;-6:00
TVL;4;Лейк-Тахо;Lake Tahoe;Лейк-Тахо;US;38.8942;-119.994;-8:00
TVU;0;Тавеуни;Taveuni;Тавеуні;FJ;-16.6931;179.874;+12:00
TVY;0;Тавой;Tavoy;Тавой;MM;14.0833;98.2;
TWA;0;Твин-Хиллз;Twin Hills;Твін-Хіллз;US;59.0792;-160.275;-9:00
TWB;0;Тувумба;Toowoomba;Тувумба;AU;-27.55;151.967;+10:00
TWF;0;Твин-Фоллс;Twin Falls;Твін-Фоллс;US;42.563;-114.461;-7:00
TWU;0;Тавау;Tawau;Тавау;MY;4.25;117.9;+8:00
TXF;0;Teixeira De Freitas;Teixeira De Freitas;Teixeira De Freitas;BR;-17.535;-39.7419;
TXG;0;Тайчунг;Taichung;Тайчунг;TW;24.15;120.646;+8:00
TXK;0;Тексаркана;Texarkana;Тексаркана;US;33.4251;-94.0477;-6:00
TXN;0;Тунси;Tunxi;Тунсі;CN;29.7114;118.313;+8:00
TYD;0;Тында;Tynda;;RU;55.2833;124.733;+10:00
TYL;0;Талара;Talara;Талара;PE;-4.57722;-81.2719;
TYN;0;Тайвань;Taiyuan;Тайвань;CN;37.8694;112.56;+8:00
